Name;Lat;Long
Brest;48.39223109744845; -4.485220906190697
Paris;48.85454190162207; 2.355260214639132
Lisbonne;38.72138403605182; -9.142403308261855
Chicago;41.877991828130725; -87.62720816918997
San Francisco;37.77582841039767; -122.41456502351738
Ushuaïa;-54.799912906657894; -68.30351620094814
Le Cap;-33.92732806455349; 18.42649225898852
Sydney;-33.87024933348673; 151.2210638695313
Tokyo;35.68334815548932; 139.76817548923103
Anchorage;61.21718534242176; -149.9095900776463
